order,proj2_on17,norm2_rel17,proj4_on17,norm4_rel17,proj8_on17,norm8_rel17,proj12_on17,norm12_rel17,proj17_on17,norm17_rel17,incnorm0,incproj0,incnorm1,incproj1,incnorm2,incproj2,incnorm3,incproj3,cos12_17,cos8_12,cos4_8,min_succ_cos,late_rel,mid_rel,early_rel,inc_cos_late,curvature,block_scatter_cv,last5_mean_shift,c17_l1_over_total,c17_max_share,c17_top5_share,c17_negative_share,late_l1_over_total,late_max_share,late_top5_share,late_negative_share,mid_l1_over_total,mid_max_share,mid_top5_share,mid_negative_share,probe_flip_weighted,probe_late_rel_weighted,paired_cos,paired_norm_ratio,jack_max,jack_cv,jack_last5,network_id,rotation_index,split,c17_ratio,reduced_ratio,reference_noise_fraction,aitken_gamma,aitken_r,rule_A_flag,rule_B_flag,rule_C_flag,rule_D_paired_flag
natural,1.5615661606032702,2.528007907481451,1.0795436290221094,1.8300333744888262,1.004842530167272,1.2529691469141049,1.1470610108933168,1.2286156687787189,1.0,1.0,1.5169550293286875,-0.48202253158116076,1.3018293338804088,-0.07470109885483733,0.6346915561863484,0.14221848072604468,0.46408451792959515,-0.14706101089331686,0.933620692004954,0.8693530920948623,0.7030590651121487,0.7030590651121487,0.46408451792959515,0.6346915561863484,1.3018293338804088,-0.09838921270700184,0.822294959104257,0.17558936607541065,1.6880901992035426,5.4402530726416,0.04392657505874959,0.18524924189957478,0.04568300702759162,5.522810114873531,0.05761579362077717,0.2174730639214323,0.04178463187992893,5.800491672957215,0.054971595851924564,0.18714949834075903,0.06756437428027286,0.19836537396997872,0.5057810010977877,0.4282726975460309,0.2802798908096584,0.30890020625457065,0.1884484516340636,0.8913293041496662,5000,0,development,0.8208323633863418,1.0390074010947514,0.2600765497765908,-0.06711361036310101,-0.0719418903616154,False,False,False,False
natural,2.1276105359320763,3.4853562506761104,2.160797881543053,3.510585317467057,0.9734870967954917,1.7268824583808091,0.8986907278452515,1.1674429378211602,1.0,1.0,2.253594777754137,0.0331873456109764,2.072623771747891,-1.1873107847475612,1.0289886565796351,-0.07479636895024028,0.7520249712463,0.1013092721547486,0.7697941361678109,0.8150219519992268,0.908107411796578,0.7697941361678109,0.7520249712463,1.0289886565796351,2.072623771747891,0.26542792698532996,1.1016213478426955,0.16567917106329744,2.472881305199671,5.626968934499465,0.05022110135357867,0.18143019283484865,0.09763473391029144,5.012437641239797,0.051749106074534076,0.19527200143187168,0.03926200597654373,4.04207714884462,0.0406250612555385,0.16475302060361657,0.06464929405369704,0.23820584576080167,0.6711252900629362,0.39700270604721244,0.35405885547595944,0.3692348258388084,0.17173297162627357,1.0270060411111657,5000,1,development,1.120474922438662,1.057100176465017,0.2988132379925429,0.2406717963121862,0.19398506279224448,False,False,False,False
natural,0.26591844956177085,1.9033050631173942,0.4879308733024253,1.451187613570471,0.9377242609238288,1.1793148989356064,1.1111886055562206,1.243904279937714,1.0,1.0,1.48806547142453,0.22201242374065444,1.359451122230959,0.4497933876214033,0.5477073191062495,0.17346434463239174,0.5700181107078286,-0.11118860555622058,0.8933071647698334,0.8991749748712582,0.48165678866562567,0.48165678866562567,0.5700181107078286,0.5477073191062495,1.359451122230959,-0.17547687387111977,0.8570138848765009,0.2185824143648655,2.2190090920563277,5.41898611114973,0.05086818102064877,0.23203511182930514,0.07090675320583663,5.980101340773767,0.03075526553763977,0.14342769979023473,0.06846334037089313,5.552831474695867,0.05439216917676324,0.1805405362979961,0.09128184773745356,0.20918113828006657,0.5481468184398748,0.10097384896141214,0.17597422919908717,0.3902643453354124,0.25017903602968855,1.2606098438053954,5000,2,development,1.1389341262192763,1.1393687608862224,0.21200585000837707,-0.15442335323731257,-0.18262490316936553,False,False,False,False
natural,-0.5444429074926567,1.9439189172494682,0.6741238534809583,1.362644690149514,1.005271381304409,1.2495014517436511,1.1995545966110481,1.3048268958018008,1.0,1.0,1.8593157862491712,1.2185667609736148,1.0987366968109762,0.3311475278234507,0.5601971606602137,0.19428321530663917,0.5508756981258717,-0.19955459661104813,0.919320869665195,0.9046972598215515,0.6492416500309452,0.4112254404990482,0.5508756981258717,0.5601971606602137,1.0987366968109762,-0.10786453921181967,0.8269574788912609,0.2790526450859978,1.896460290248477,4.352510503879137,0.07553814610651684,0.23586334527090777,0.04766250897477625,4.39086219259083,0.06897390135479382,0.20738567255885035,0.057744907487473254,4.794263714412496,0.04756783570943742,0.1785382651935717,0.03992381189668955,0.22696143613115313,0.5324793226876396,0.05216445511630331,0.19619847711086913,0.40538141383305143,0.3085455262074858,0.9378483338860953,5001,0,development,1.4177588499359493,1.4248728144754534,0.0740508286402089,-0.09589785691617929,-0.10606971529685719,False,False,False,False
natural,0.7987665533493049,1.6639619938192116,0.8260120679347372,1.171173179137295,0.48211147642845337,1.213612910384957,0.9790212803980651,1.205847670178035,1.0,1.0,1.129584621433849,0.02724551458543236,0.7911506121955703,-0.34390059150628377,0.8387394311320514,0.49690980396961176,0.7042911634243785,0.020978719601934807,0.8118946568545591,0.7596665270587531,0.7804489501636898,0.7349324856603174,0.7042911634243785,0.8387394311320514,0.7911506121955703,0.2616511693982874,0.9436028873581433,0.15469071057955633,2.234817448206754,4.538109643922523,0.06491757361138704,0.1885932515452168,0.0260942386591863,3.887207398575609,0.0830806591707636,0.2753241616372921,0.06449755038858951,3.992900779686752,0.0536666163287141,0.22702070948209388,0.03158953553850007,0.1923281055494737,0.768750662506689,0.3185743279870668,0.31494592455186804,0.24300468407889306,0.1943160496261402,1.0180386094837064,5001,1,development,1.1962425719964687,0.9501175660798215,0.07466464198704631,0.28157316614391326,0.21970900576135677,False,True,False,False
natural,1.6134715218801943,3.1869198894472635,0.38446559747509185,2.97463373747846,0.6133216853842824,1.447718254845948,0.6721490493742047,1.0061283978940208,1.0,1.0,4.487564318734737,-1.2290059244051026,2.1269854130022887,0.22885608790919054,1.392992668002609,0.058827363989922325,0.8173103781920181,0.3278509506257952,0.6680549428692347,0.4008518409126961,0.7454277371148998,-0.059775258124895994,0.8173103781920181,1.392992668002609,2.1269854130022887,-0.3246268210200409,1.829646107905346,0.29279820359811715,2.432697596016183,5.470493756133616,0.05874332317845566,0.19985994061171514,0.05271571488705048,4.862946611852851,0.05625526087089607,0.2194362180331094,0.016217670918105085,4.629979378110515,0.06546535970785983,0.24524197807752976,0.06651641607368645,0.2602939379598966,0.807093427533307,0.0718355168066318,0.39135100524325,0.6998485402516326,0.31104659210246416,1.1550748100493269,5001,2,development,0.7140152814972538,0.7616718374695317,0.05836867583306868,-0.159994394185111,-0.19046824578021776,False,False,False,False
natural,-0.03344875767760582,1.786308827202152,0.4876495295113273,1.1438392753442839,0.4923269744922492,0.7864393550742438,1.045500731125116,1.0772757957695938,1.0,1.0,1.0607403007841516,0.5210982871889331,0.6577836781398972,0.004677444980921876,0.7893341145456708,0.5531737566328668,0.2636696378060612,-0.0455007311251162,0.970504243417278,0.6822150435823405,0.8305034744996133,0.6822150435823405,0.2636696378060612,0.7893341145456708,0.6577836781398972,-0.1411112367636727,0.8667797496178954,0.2677130987499812,1.1715704696261449,3.219571136431607,0.06812513782428035,0.25226038031637116,0.035008501352426995,5.118505721119729,0.04539514774444129,0.19379680674802233,0.02952603643314016,3.434225163503396,0.05467282237398432,0.21642349468835922,0.0415054890057604,0.15428681940655853,0.36259430155249844,-0.4474329633431683,0.28024004439210914,0.21954041453322148,0.3065385239810678,0.837979465529297,5002,0,development,1.434748258181456,0.8510971627687384,0.21244812560731166,-0.04501501419093336,-0.04713688158437012,True,True,True,True
natural,1.588287189294702,2.2265291933915834,1.356812222107423,1.6788087519225883,0.8253658383803669,1.017783557765865,1.0428239266345753,1.0933336104990319,1.0,1.0,1.1727084543076427,-0.23147496718727884,0.9296015663828819,-0.5314463837270559,0.569546074393475,0.21745808825420848,0.3312559894970924,-0.042823926634575495,0.9538021301280564,0.8568109655254823,0.8749886522956603,0.8561702247307164,0.3312559894970924,0.569546074393475,0.9296015663828819,-0.12975757403094343,0.6950358474004225,0.25401797060273895,1.3017677376483505,3.8543129730548586,0.059006635809479346,0.22334494710799088,0.06765401234910201,4.889986980831754,0.07136685863385793,0.2373316795620998,0.047738494872578946,5.113871063120318,0.06950475035916631,0.22091181366534807,0.05440144397867058,0.23849744403896916,0.45706711204937556,-0.03432294413543829,0.20658981614716793,0.3700676839488767,0.3436295501316255,1.4297793747775212,5002,1,development,0.7686040081391902,1.4393488087194934,0.17085446730255968,-0.07017295542561483,-0.07546882598767117,True,False,True,False
natural,0.33828494779223367,1.1776782304313398,0.9926293493521432,1.0841843208077186,0.5832424301495042,0.8107529137951102,0.7804454186437395,0.8105537875231345,1.0,1.0,1.1242213003186168,0.6543444015599095,0.7228645111075193,-0.40938691920263903,0.5178326371981684,0.1972029884942354,0.3100106533340743,0.21955458135626038,0.9628545701187835,0.7959773329328447,0.7452983413806664,0.5084929147452626,0.3100106533340743,0.5178326371981684,0.7228645111075193,0.3942419364331967,0.4875233981340853,0.2853697224438243,1.1672608653275267,3.5291862370712206,0.05276572715593181,0.20038020579551202,0.04406380234052245,3.839250641951025,0.05867800378677352,0.2424819623202458,0.0722164489113194,3.6528805935812785,0.0640473037925691,0.26575914668855627,0.051440454066276106,0.20709149798714518,0.34656392306633244,-0.6100124327845182,0.21838819223481098,0.24968319768042763,0.32906267139797124,0.9752299061460779,5002,2,development,0.8235137259109299,2.942282701231545,0.3428486181137282,0.30893591794830316,0.23602065900410618,True,True,False,True
natural,1.9791736252496135,3.252005077950269,0.966054717825703,1.9682013595570413,0.6698146303976222,0.8549272895432695,0.7358373200950975,0.8228354346127212,1.0,1.0,1.7052491215898893,-1.0131189074239102,1.727962980401719,-0.29624008742808094,0.5483680101689735,0.06602268969747543,0.4531925774591976,0.2641626799049026,0.8942703354060457,0.786998774552066,0.48103969020654613,0.48103969020654613,0.4531925774591976,0.5483680101689735,1.727962980401719,-0.2310101424349295,0.7879787840234173,0.39191460625799535,1.6023771888021143,3.6609193625069696,0.10093295239832839,0.2429730889074381,0.05574942316203712,3.624669892439868,0.08628337697647041,0.24889781761857155,0.07866435471599871,4.051371471703805,0.05164340472720762,0.2028505234238224,0.06428426392097758,0.2331326334220569,0.46337440584922124,0.48789839375323063,0.21816786672906124,0.5019533118946305,0.4680384299455585,0.8772457056124331,5003,0,development,0.8535688997312724,1.310010289411747,0.07170372675880043,-0.16031002835060099,-0.19091573528704264,True,False,True,False
