network_seed,rotation_seed,qmc_n_per_half,baseline_mse,baseline_unbiased_mse,truth_noise_mse,oracle_ratio,oracle_unbiased_ratio,risk_n032,risk_n129,frozen_gate_apply_n129,rotation_runtime_seconds,k32_ratio,k32_unbiased_ratio,k128_ratio,k128_unbiased_ratio,alpha32,alpha32_opt_mse,alpha128,alpha128_opt_mse
466926646,3,262144,2.865596323207573e-07,2.503949552702098e-07,7.232935410109473e-08,0.017242577988796238,-0.12469760106836587,0.005027081687269405,0.00236281275071702,True,3.252498149871826,0.33134945985146663,0.23477590541203985,0.2479787508707916,0.1393639204299861,1.124332217158659,5.641458686467516e-08,1.1183500292825368,3.2455305310658786e-08
109088566,3,262144,3.683771428662045e-07,3.494352465805164e-07,3.788379257137613e-08,0.018631151153073348,-0.034566078189903995,0.005039901513650126,0.002512513185860108,True,2.152034282684326,0.5152209568176341,0.48894245615894455,0.3978151406502258,0.3651724027975439,0.9907792624541566,1.708382591093174e-07,1.077872966836791,1.264401606254666e-07
422494190,3,262144,1.8765666309227311e-07,1.6867182342022248e-07,3.79696793441011e-08,0.046982216305081634,-0.06028460195290921,0.005151567844994847,0.0023801124616970987,True,2.410564422607422,0.8882006964973899,0.8756171374333747,0.45776124756465186,0.3967296207628799,0.5692203859556758,1.1956973476300526e-07,0.741308622073665,5.28074788885834e-08
497920322,3,262144,4.344936109208013e-07,4.0398481613446637e-07,6.101758957267086e-08,0.014006126060069643,-0.06045579319831311,0.004794566490203602,0.0021898304561048993,True,2.400200366973877,0.18066593087088478,0.11879010292344686,0.12328103935885067,0.057071524081951236,1.014789709139246,4.791376619507239e-08,0.9540352837734386,2.216974424111647e-08
511208051,3,262144,2.7369272244126535e-07,2.530268357584682e-07,4.133177336559444e-08,0.007687798084433495,-0.07335898676458337,0.004314219127288883,0.0021430792656960463,True,2.1218464374542236,0.2831594632900839,0.22461173946120191,0.264717392554445,0.20466341843840907,0.7387424546514472,2.8787255569616214e-08,0.7151007799404939,1.3816431282442102e-08
1826466176,3,262144,1.8810690359542215e-07,1.5800110066044406e-07,6.021160586995602e-08,0.019630783315492593,-0.16717046248375042,0.005167441794954747,0.0024724037533932542,True,2.2072551250457764,0.33372160486102886,0.20676776732419294,0.2829333715207294,0.14630225618033754,1.3277320426609707,2.453788792038557e-08,1.0661364608526704,2.259484875750575e-08
1628255301,3,262144,1.2126505863347582e-07,9.717215282490552e-08,4.818581161714057e-08,0.021387661690156944,-0.2212499068371995,0.005317007025223312,0.0023532543584493227,True,2.3431477546691895,0.5389084875976472,0.424585257593075,0.39852625614846804,0.2493965946593903,0.9105267906130394,4.071268676997947e-08,0.875241124169133,2.2721696941050645e-08
1858848472,3,262144,1.5618410845958182e-06,1.359413920361845e-06,4.0485432846794643e-07,0.006799622336134181,-0.14109553524257626,0.004491016482017903,0.002046244097119738,True,2.080291748046875,0.23310173420999328,0.1189046976234463,0.23698849168328456,0.1233702231096281,0.861719207607792,1.2998173334640168e-07,0.8356614612434552,1.1976929257041538e-07
1222014226,3,262144,1.9792372529477562e-07,1.2743361165651435e-07,1.4098022727652342e-07,0.0430819958361986,-0.48623878522915387,0.004922221764977329,0.002338684201852235,True,2.1668269634246826,0.35893203663423406,0.004324229478108384,0.2457396598130855,-0.17148069831282814,1.144033298430799,-1.4925173819506549e-09,1.1090007315865502,-2.3308635289183573e-08
1456209683,3,262144,2.2703405539987555e-07,2.0286461459268244e-07,4.833888161438626e-08,0.056292837378942875,-0.05614113466734106,0.004434863409548853,0.0021850252795956216,True,2.397233724594116,0.4641266334404048,0.40028228266874166,0.3224808268218142,0.2417606894792455,1.3406312067610076,7.28068381788794e-08,1.1176512969969787,4.732110419055161e-08
306747001,3,262144,3.5865783673553095e-07,3.2873084952483084e-07,5.985397442140028e-08,0.021676407527101687,-0.06738818036351882,0.004688992691934732,0.0020298011596264244,True,2.528268814086914,0.502387508923039,0.45708588092593805,0.28162095603638043,0.216221190568034,1.2747675882945275,1.415625977423844e-07,1.0772454064796628,6.974692955299857e-08
1190593559,3,262144,3.226708480441476e-07,2.8492514878826075e-07,7.549139851177367e-08,0.019532546349238886,-0.11035570603240412,0.004762205514969437,0.002378880152897091,True,2.404505491256714,0.298799943168105,0.20590787458115004,0.16584886633511825,0.055343991777099116,1.285036353534437,4.696033983424765e-08,1.0635947030032575,1.4803179010419555e-08
1750399078,3,262144,1.2256058625843511e-06,1.1550913781041554e-06,1.4102896896039147e-07,0.0058418965070436354,-0.05484814714532419,0.004430226700186515,0.002198172105030662,True,2.139212131500244,0.23179178354333796,0.1848952285315598,0.17409924322822598,0.12368075063143176,1.5105708324318505,9.213556342463866e-08,1.409958384768306,4.9385149465297565e-08
1347360544,3,262144,1.4820493605387635e-07,1.260707181444912e-07,4.426843581877029e-08,0.01979116385915394,-0.152303960965788,0.00515163699954792,0.0026307335789109514,True,2.712671995162964,0.5723750756370015,0.49729702897681805,0.4042705509033861,0.2996784169375133,0.8448702473216027,6.048338273417782e-08,0.8584903162940094,3.5314766574540695e-08
773242002,3,262144,1.2397004353742167e-07,1.020786545912966e-07,4.378277789225014e-08,0.03205795022140576,-0.1755231153191996,0.005361455178036177,0.00263186343025058,True,2.583620309829712,0.4835615009107422,0.37280812063176727,0.4541884701450115,0.3371358645912363,0.889042031064447,3.7042713130056033e-08,0.8507275047058762,3.2264965676995196e-08
348677245,3,262144,1.9939422941218185e-07,1.4900815555203103e-07,1.0077214772030165e-07,0.017421324486505154,-0.31483083670842155,0.004635967309779976,0.002254663841828984,True,2.4351632595062256,0.36381389370760625,0.14869197624143574,0.3359878967248729,0.1114568114583885,1.18734177294964,1.8917672593638554e-08,1.0837316310670246,1.581286894334526e-08
542120900,3,262144,4.415269269397438e-07,3.8639772980276424e-07,1.1025839427395908e-07,0.02712372408521555,-0.11168114941177401,0.00493045760545932,0.002450913759828629,True,2.3217577934265137,0.3658362636507225,0.2753571149865507,0.34770823119626165,0.2546426701445282,1.4780945421365501,7.36802236088138e-08,1.2755763706268166,8.429304551399834e-08
406259924,3,262144,4.1969318094061936e-07,4.0480040560263664e-07,2.9785550675965573e-08,0.02041119235594521,-0.01562828743194343,0.0045481302094901735,0.002497824339649735,True,2.587026596069336,0.3918214405886366,0.36944629835722664,0.3882518044769746,0.36574533384788144,1.781767505297573,8.86994315695144e-08,1.6177400059546323,1.042265031578864e-07
1751847742,3,262144,1.197554083285668e-07,1.0874826151519104e-07,2.2014293626751533e-08,0.03514216997602845,-0.06251761456797976,0.005462132593313952,0.002736802728576611,True,2.1981194019317627,0.5549513746394612,0.5099049942175523,0.31641834183453865,0.24722842040018986,0.857523016810756,5.39382151465476e-08,0.9631377018899243,2.676556998261071e-08
1220543643,3,262144,2.8305232460370277e-07,2.2021194738006438e-07,1.2568075444727692e-07,0.03101139312425634,-0.2455022579556583,0.005095429228101074,0.002732090542944022,True,2.502892017364502,0.33761957979415513,0.14860060981316636,0.14750583629374722,-0.09576459233469002,1.2068518001433952,2.7049040069758436e-08,1.0687108168821537,-2.2090090218255526e-08
680708219,3,262144,1.0085250134691529e-07,6.97503570225977e-08,6.220428864863555e-08,0.03823347975560047,-0.39062455618602165,0.005233177092722831,0.002562221538513497,True,2.6959612369537354,0.6523853132956521,0.4973816313556685,0.6388443541799558,0.47780266924351944,0.7533442060193247,3.0483085635163166e-08,0.7077235800161223,2.5837406401032995e-08
